Record Length,1024,Points,0.0,-32.58969879,
Sample Interval,12.3303347,Hz,12.3303347,-30.98970032,
Trigger Point,0.0,Samples,24.66066933,-37.38970184,
,,,36.99100494,-66.989700317,
,,,49.32133865,-66.989700317,
,,,61.651672363,-64.589698792,
Source,MATH,,73.982009888,-66.989700317,
Vertical Units,dB,,86.312339783,-64.589698792,
Vertical Scale,10.0000001,,98.642677307,-64.589698792,
Vertical Offset,-26,9897,,110.9730148,-64.589698792,
Horizontal Units,Hz,,123.3033447,-66.989700317,
Horizontal Scale,1.2626263E3,,135.6336823,-66.989700317,
Pt Fmt,Y,,147.9640198,-66.989700317,
Yzero,0.0,,160.29435730,-66.989700317,
,,,172.62467957,-66.989700317,
,,,184.95501709,-64.589698792,
Note,TDS 1012B - 11:07:21 a. m.   29/07/2026,,197.28535461,-66.989700317,
,,,209.61569214,-64.589698792,
,,,221.94602966,-60.589702606,
,,,234.27635193,-60.589702606,
,,,246.60668945,-61.389701843,
,,,258.93704224,-57.389701843,
,,,271.26736450,-60.589702606,
,,,283.59768677,-61.389701843,
,,,295.92803955,-66.989700317,
,,,308.25836182,-66.989700317,
,,,320.58871460,-66.989700317,
,,,332.91903687,-61.389701843,
,,,345.24935913,-60.589702606,
,,,357.57971191,-64.589698792,
,,,369.91003418,-61.389701843,
,,,382.24038696,-64.589698792,
,,,394.57070923,-64.589698792,
,,,406.901031494,-61.389701843,
,,,419.231384277,-64.589698792,
,,,431.561706543,-60.589702606,
,,,443.892059326,-61.389701843,
,,,456.222381592,-64.589698792,
,,,468.552703857,-66.989700317,
,,,480.883056641,-66.989700317,
,,,493.213378906,-66.989700317,
,,,505.543731689,-66.989700317,
,,,517.874084473,-66.989700317,
,,,530.204406738,-64.589698792,
,,,542.534729004,-64.589698792,
,,,554.865051270,-61.389701843,
,,,567.195373535,-66.989700317,
,,,579.525756836,-64.589698792,
,,,591.856079102,-66.989700317,
,,,604.186401367,-66.989700317,
,,,616.516723633,-64.589698792,
,,,628.847045898,-66.989700317,
,,,641.177429199,-66.989700317,
,,,653.507751465,-66.989700317,
,,,665.838073730,-64.589698792,
,,,678.168395996,-66.989700317,
,,,690.498718262,-66.989700317,
,,,702.829101563,-66.989700317,
,,,715.159423828,-66.989700317,
,,,727.489746094,-66.989700317,
,,,739.820068359,-66.989700317,
,,,752.150390625,-66.989700317,
,,,764.480773926,-66.989700317,
,,,776.811096191,-66.989700317,
,,,789.141418457,-61.389701843,
,,,801.471740723,-66.989700317,
,,,813.802062988,-66.989700317,
,,,826.132446289,-61.389701843,
,,,838.462768555,-58.589702606,
,,,850.793090820,-60.589702606,
,,,863.123413086,-57.389701843,
,,,875.453735352,-60.589702606,
,,,887.784118652,-66.989700317,
,,,900.114440918,-66.989700317,
,,,912.444763184,-66.989700317,
,,,924.775085449,-60.589702606,
,,,937.105407715,-58.589702606,
,,,949.435791016,-64.589698792,
,,,961.766113281,-66.989700317,
,,,974.096435547,-64.589698792,
,,,986.426757813,-61.389701843,
,,,998.757080078,-61.389701843,
,,,1.0110875E3,-64.589698792,
,,,1.0234178E3,-61.389701843,
,,,1.0357482E3,-60.589702606,
,,,1.0480785E3,-60.589702606,
,,,1.0604089E3,-61.389701843,
,,,1.0727392E3,-66.989700317,
,,,1.0850695E3,-66.989700317,
,,,1.0973998E3,-66.989700317,
,,,1.1097302E3,-66.989700317,
,,,1.1220605E3,-64.589698792,
,,,1.1343908E3,-66.989700317,
,,,1.1467211E3,-64.589698792,
,,,1.1590516E3,-61.389701843,
,,,1.1713819E3,-61.389701843,
,,,1.1837122E3,-61.389701843,
,,,1.1960425E3,-60.589702606,
,,,1.2083729E3,-64.589698792,
,,,1.2207032E3,-66.989700317,
,,,1.2330335E3,-66.989700317,
,,,1.2453638E3,-66.989700317,
,,,1.2576942E3,-66.989700317,
,,,1.2700245E3,-66.989700317,
,,,1.2823549E3,-66.989700317,
,,,1.2946852E3,-64.589698792,
,,,1.3070156E3,-57.389701843,
,,,1.3193459E3,-57.389701843,
,,,1.3316762E3,-60.589702606,
,,,1.3440065E3,-64.589698792,
,,,1.3563369E3,-61.389701843,
,,,1.3686672E3,-58.589702606,
,,,1.3809975E3,-60.589702606,
,,,1.3933278E3,-61.389701843,
,,,1.4056583E3,-64.589698792,
,,,1.4179886E3,-64.589698792,
,,,1.4303189E3,-66.989700317,
,,,1.4426492E3,-66.989700317,
,,,1.4549796E3,-66.989700317,
,,,1.4673099E3,-66.989700317,
,,,1.4796402E3,-66.989700317,
,,,1.4919705E3,-64.589698792,
,,,1.5043009E3,-66.989700317,
,,,1.5166312E3,-66.989700317,
,,,1.5289616E3,-64.589698792,
,,,1.5412919E3,-66.989700317,
,,,1.5536223E3,-66.989700317,
,,,1.5659526E3,-66.989700317,
,,,1.5782829E3,-64.589698792,
,,,1.5906132E3,-66.989700317,
,,,1.6029436E3,-66.989700317,
,,,1.6152739E3,-66.989700317,
,,,1.6276042E3,-66.989700317,
,,,1.6399346E3,-64.589698792,
,,,1.6522650E3,-64.589698792,
,,,1.6645953E3,-64.589698792,
,,,1.6769256E3,-64.589698792,
,,,1.6892559E3,-64.589698792,
,,,1.7015863E3,-64.589698792,
,,,1.7139166E3,-64.589698792,
